,University,Job Details,URL
82,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Civil and Environmental Engineering
Postdoctoral Fellow / Research Assistant (four posts)
(Ref. 220628007)
[Appointment period: each for twelve months]
Duties
The appointees will assist the project leader in the research project - “Sustainable concrete materials and techniques”.   They will be required to: 
(a) undertake research in one of the following areas: advanced and sustainable cement-based materials, 3D concrete printing, utilization of solid wastes in construction materials, carbon sequestration and related topics as assigned;
(b) prepare research reports and/or publications for dissemination to the wider academic community; and
(c) undertake any other duties relevant to the programme of the research project.
Qualifications
Applicants for the Postdoctoral Fellow post should have a doctoral degree in Civil Engineering or an equivalent qualification and must have no more than five years of post-qualification experience at the time of application;
Applicants for the Research Assistant post should have a master’s degree or an honours degree in Civil Engineering or an equivalent qualification.
Applicants should also:
(a) have passion in engineering projects;
(b) have a good command of written and spoken English;
(c) have strong organizational and interpersonal skills, and be self-motivated and hardworking; and
(d) be a good team player with the ability to work independently.
Preference will be given to those with strong background and publication records (journal / conference proceedings) in construction materials.
Applicants are invited to contact Dr Shipeng Zhang at email shipeng.zheng@polyu.edu.hk for further information.
Conditions of Service 
A highly competitive remuneration package will be offered.  

The closing date for application is 25 July 2022.   

Apply Now

Posting date: 28 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220628007
83,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Health Technology and Informatics
Research Assistant
(Ref. 220628005)
[Appointment period: twelve months]
Duties
The appointee will assist the project leader in the research project – “Neuroinflammatory markers predicting progression of symptomatic intracranial arterial stenosis defined by high resolution MRI”.   He/She will be required to:
(a)    perform individual research tasks as required for the project, such as questionnaire design, data entry and analysis or other health-related duties; 
(b)    undertake training on specific scientific skills for utilization in the project; and
(c)    perform any other duties as assigned by the project leader or his/her delegates.
Qualifications
Applicants should:
(a)    have an honours degree or an equivalent qualification;
(b)    have good computer knowledge of Microsoft Office and Chinese word processing;
(c)    have a good command of both written and spoken English and Chinese;
(d)    be self-motivated, considerate and detail-minded;
(e)    have a strong sense of responsibility; and
(f)    be a good team player.
Preference will be given to those with experience in using statistical software, such as SPSS, providing community-based health promotion activities and offering dietetic consultations in both community and clinical settings.
Applicants are invited to contact Dr Fiona X Y Chen at tel no. 3400 8891 or email fiona.chen@polyu.edu.hk for further information.
Conditions of Service
A highly competitive remuneration package will be offered.  

Consideration of applications will commence on 5 July 2022 until the position is filled. 

Apply Now

Posting date: 28 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220628005
84,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Health Technology and Informatics
Postdoctoral Fellow (two posts)
(Ref. 220628004)
[Appointment period: each for six months]
Duties 
The appointees will assist the project leader in the research project - “Development of precision prognostic and diagnostic biomarkers for the personalised treatment and monitoring of COVID-19 patients”.  
Qualifications
Applicants should have:
(a)    a doctoral degree and must have no more than five years of post-qualification experience at the time of application; and
(b)    strong background in laboratory research of cell-based studies, including molecular technique and analysis.  
Applicants are invited to contact Dr Chien-Ling Huang at tel no. 3400 8602 or email cl.huang@polyu.edu.hk for further information.
Conditions of Service
A highly competitive remuneration package will be offered. 
 
Consideration of applications will commence on 11 July 2022 until the positions are filled.

Apply Now

Posting date: 28 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220628004
85,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Research Institute for Future Food
Project Assistant
(Ref. 220628003)
[Appointment period: twelve months]
Duties
The appointee will assist the project leader in the research project - “Establishment of Research Institute for Future Food”.  He/She will also be required to perform any other duties as assigned by the Director of the Research Institute or his/her delegates.
Qualifications
Applicants should have an honours degree or above in a science related discipline.
Applicants are invited to contact Dr Wong Ka-hing at tel no. 3400 8864 or email bckhwong@polyu.edu.hk for further information.
Conditions of Service
A highly competitive remuneration package will be offered.
 
Consideration of applications will commence on 30 June 2022 until the position is filled.

Apply Now

Posting date: 28 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220628003
86,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Applied Social Sciences
Research Assistant
(Ref. 220627007)
[Appointment period: eighteen months]
Duties 
The appointee will assist the project leader in the research project – “Advanced social work knowledge using technology and innovation in family practice (team 4)”.  He/She will be required to:
(a)    work independently and oversee the project; 
(b)    coordinate and make contacts with primary and secondary schools;
(c)    conduct literature review;
(d)    conduct focus group interviews and individual interviews and transcribe all interviews into English;
(e)    assist in qualitative data analysis with Nvivo; and
(f)    perform any other duties as assigned by the Head of Department or his delegates.
Qualifications 
Applicants should:
(a)    have an honours degree or an equivalent qualification plus some working experience, preferably in school settings;
(b)    be willing to learn and be able to apply qualitative data analysis;
(c)    have some knowledge in applying technology in social work practice and research;
(d)    have a good command of academic writing in both English and Chinese; and
(e)    demonstrate competency in project management.
Applicants are invited to contact Dr Li Jessica C.M. at email cmj.li@polyu.edu.hk for further information. 
Conditions of Service
A highly competitive remuneration package will be offered.

The closing date for application is 11 July 2022.

Apply Now

Posting date: 27 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220627007
87,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
School of Design
Project Assistant
(Ref. 220624014)
[Appointment period: twelve months initially, with possibility of further appointment]
Duties
The appointee will assist the project leader in the project – “Internationalization and alumni initiatives” for the School’s development and implementation of the design related to industrial collaborative projects, internationalization projects, alumni connection, databases management and other initiatives.  He/She will be required to:
(a) assist in maintaining alumni network and internationalization initiatives;  
(b) coordinate alumni engagement and student events of the School;
(c) bookkeep the record and maintain good databases; 
(d) assist in the preparation, implementation, and logistic support for outreach and engagement activities including but not limited to academic partnership with other universities, ambassador scheme, agencies visits, conferences, seminars and meetings with alumni or partners; 
(e) handle inquiries from internal units, external organizations and industrial partners; 
(f) handle administrative and documentation work; and
(g) perform any other duties as assigned by the project leader or her delegates.
Qualifications
Applicants should:
(a) have an honours degree or an equivalent qualification; 
(b) have a good command of both written and spoken English and Chinese; 
(c) have good interpersonal and communication skills; and
(d) be a good team player, good learner and able to work independently.
Preference will be given to those with relevant working experience in alumni coordination, database management, knowledge of local design and art scene and/or events.
Applicants are invited to contact Miss Erica Lam at tel no. 2766 5498 or email ericak.lam@polyu.edu.hk for further information.
Conditions of Service
A highly competitive remuneration package will be offered.  

Consideration of applications will commence on 4 July 2022 until the position is filled. 

Apply Now

Posting date: 24 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220624014
88,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Computing
Research Assistant (Full-time/Part-time) (several posts)
(Ref. 220624013)
[Appointment period: each for six months]
Duties 
The appointees will assist the project leader in the research project - “Automated privacy compliance analysis for mobile apps”.  
Qualifications
Applicants should have:
(a)    an honours degree or an equivalent qualification;
(b)    knowledge about Android malware analysis; and
(c)    the ability to prepare scripts to perform static analysis on Android apps.
Applicants are invited to contact Dr Yu Le at tel no. 2766 7278 or email lele08.yu@polyu.edu.hk for further information.
Conditions of Service
For full-time appointment, a highly competitive remuneration package will be offered.  
For part-time appointment, the remuneration rate is HK$122 per hour.
 
The closing date for application is 23 December 2022.

Apply Now

Posting date: 24 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220624013
89,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Chinese and Bilingual Studies
Research Assistant
(Ref. 220624008)
[Appointment period: twenty-four months]
Duties 
The Brain, Language and Computation Laboratory in the Department of Chinese and Bilingual Studies under Faculty of Humanities is actively engaged in language, neurocognition, computation and technology research in the Chinese language and second language learning.  The Laboratory now invites applications for a full-time Research Assistant in a project on multimedia learning, language learning, and relevant neuroscience and computational methodologies.  Further information about the Laboratory can be found at http://blclab.org/.  
The appointee, under the guidance of the project leader, will assist in conducting research in any one of the disciplines as covered by the Department.  He/She will also be required to:
(a)    conduct literature review, data analysis, programming, maintenance of equipment and recruitment of study participants;
(b)    conduct data collection and data analyses for the studies in multimedia learning and language learning;
(c)    participate in joint research collaborations with other members of the projects; and
(d)    perform any other duties as assigned by the project leader or his/her delegates.
Qualifications 
Applicants should have:
(a)    an honours degree or a master’s degree from a recognised university in Language and Cognitive Sciences or related fields or an equivalent qualifications;
(b)    no more than four years of post-baccalaureate qualification experience at the time of appointment; and
(c)    a documented track record in training and evidence of strong background or experience in language, technology, neural and computational methodologies or related areas. 
Applicants are invited to contact Prof. Li Ping Andrew (c/o Pauline Tai) at email pauline.tai@polyu.edu.hk for further information. 
Conditions of Service
A highly competitive remuneration package will be offered.

Consideration of applications will commence on 28 June 2022 until the position is filled.

Apply Now

Posting date: 24 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220624008
90,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
School of Nursing
Research Assistant
(Ref. 220624007)
[Appointment period: twelve months]
Duties
The appointee will assist the project leader in the research project - “Optimizing the health-related functions of wearable monitoring device in daily lives among community-dwelling older adults: A randomized pilot study”.  He/She will be required to:
(a)    assist in preparing the protocols and manuals, and delivering the intervention protocol;
(b)    perform statistical analysis;
(c)    liaise with participants and community/hospital staff to facilitate the study progression and management; and
(d)    perform any other duties as assigned by the project leader or his delegates.
Qualifications
Applicants should have:
(a)    have an honours degree or an equivalent qualification;
(b)    have experience in statistical analysis;
(c)    have a good command of both written and spoken English and Chinese;
(d)    have good interpersonal and communication skills;
(e)    be able to work independently in community, university and/or hospital;
(f)    be interested in working with elderly; and
(g)    have experience in interviewing people. 
Applicants are invited to contact Dr Arkers K. C. Wong at tel no. 3400 3805, fax no. 2364 9663 or email arkers.wong@polyu.edu.hk for further information.
Conditions of Service
A highly competitive remuneration package will be offered. 

The closing date for application is 22 July 2022. 

Apply Now

Posting date: 24 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220624007
91,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
School of Nursing
Research Associate / Research Assistant (Full-time / Part-time)
(Ref. 220624006)
[Appointment period: twelve months initially, with possibility of further appointment]
Duties
The appointee will assist the project leader in the research project - “An AI-based AR training and monitoring system for hand hygiene”.  He/She will be required to:
(a)    monitor data collection and provide technical support at the study site; 
(b)    assist in data analysis and prepare reports; and
(c)    perform any other duties as assigned by the project leader.
Qualifications
Applicants for the Research Associate post should have a master’s degree, preferably in Computing, Nursing, Public Health or other related disciplines, or a good honours degree in one of the said disciplines with at least three years of research/relevant work experience.
Applicants for the Research Assistant post should have an honours degree in one of the said disciplines or an equivalent qualification.
Applicants should also have:
(a)    experience in managing quantitative data and conducting data analysis independently;
(b)    good interpersonal and communication skills; and
(c)    a good command of both written and spoken English and Chinese, with fluency in Cantonese.
Applicants are invited to contact Dr Lin Yang at tel no. 2766 6398, fax no. 2364 9663 or email l.yang@polyu.edu.hk for further information.
Conditions of Service
For full-time appointment, a highly competitive remuneration package will be offered. 
For part-time appointment, the remuneration rates are HK$173 per hour for the post of Research Associate and HK$122 per hour for the post of Research Assistant.

Consideration of applications will commence on 4 July 2022 until the position is filled. 

Apply Now

Posting date: 24 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220624006
92,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
School of Nursing
Research Associate
(Ref. 220624005)
[Appointment period: twelve months]
Duties
The appointee will assist the project leader in the research project - “The effects of a tele-health program to facilitate the usage of internet of things among community-dwelling older adults: a randomized controlled trial”.  He/She will be required to:
(a)    assist in preparing the protocols and manuals, and delivering the intervention protocol;
(b)    perform statistical analysis;
(c)    liaise with participants and community/hospital staff to facilitate the study progression and management; and
(d)    perform any other duties as assigned by the project leader or his delegates.
Qualifications
Applicants should have:
(a)    have a master’s degree or a good honours degree with at least three years of research/relevant work experience;
(b)    have experience in statistical analysis;
(c)    have a good command of both written and spoken English and Chinese;
(d)    have good interpersonal and communication skills;
(e)    be able to work independently in community, university and/or hospital;
(f)    be interested in working with elderly and youth; and
(g)    have experience in interviewing people. 
Applicants are invited to contact Dr Arkers K. C. Wong at tel no. 3400 3805, fax no. 2364 9663 or email arkers.wong@polyu.edu.hk for further information.
Conditions of Service
A highly competitive remuneration package will be offered. 

The closing date for application is 22 July 2022. 

Apply Now

Posting date: 24 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220624005
93,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
School of Nursing
Postdoctoral Fellow
(Ref. 220624004)
[Appointment period: twelve months]
Duties
The appointee will assist the Director/Deputy Director of World Health Organization Collaborating Centre for Community Health Services (WHOCC).  He/She will be required to:
(a)    assist in conducting literature review and database searching;
(b)    liaise with collaborators in different disciplines for data collection;
(c)    conduct on-site data collection;
(d)    carry out data analysis;
(e)    draft progress and final reports; and
(f)    perform any other duties as assigned by the Director of WHOCC or his/her delegates.
The appointee may be required to work on irregular hours including evenings and Saturdays.
Qualifications
Applicants should have:
(a)    a doctoral degree or an equivalent qualification in (primarily) Nursing, but also Epidemiology, Statistics, Psychology or other health-related disciplines, and must have no more than five years of post-qualification experience at the time of application;
(b)    experience in coordinating research projects;
(c)    proficiency in SPSS and Microsoft Office software including Chinese word processing;
(d)    a good command of both written and spoken English and Chinese, with fluency in Putonghua; and
(e)    good interpersonal and communication skills. 
Preference will be given to those with experience in research with ageing.
Applicants are invited to contact Prof. Alex Molasiotis at tel no. 2766 6396, fax no. 2364 9663 or email alex.molasiotis@polyu.edu.hk for further information.
Conditions of Service
A highly competitive remuneration package will be offered.

Consideration of applications will commence on 4 July 2022 until the position is filled.

Apply Now

Posting date: 24 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220624004
94,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Applied Mathematics
Research Fellow / Postdoctoral Fellow / Research Associate / Research Assistant (Full-time / Part-time) (several posts)
(Ref. 220624002)
[Appointment period: each for twelve months]
Duties
The appointees will assist the project leader in the research project - “Data analytics methods and techniques for multi-dimensional data”.
Qualifications
Applicants for the Research Fellow post should have a doctoral degree with at least three years of postdoctoral research experience or equivalent qualifications and experience.
Applicants for the Postdoctoral Fellow post should have a doctoral degree or an equivalent qualification and must have no more than five years of post-qualification experience at the time of application.
Applicants for the Research Associate post should have a master’s degree or a good honours degree with at least three years of research/relevant work experience.
Applicants for the Research Assistant post should have an honours degree or an equivalent qualification.
Applicants are invited to contact Prof. Yiu Ka Fai Cedric at tel no. 3400 8981 or email cedric.yiu@polyu.edu.hk for further information.
Conditions of Service
For full-time appointments, a highly competitive remuneration package will be offered.
For part-time appointments, the remuneration rates for the posts of Research Fellow, Postdoctoral Fellow, Research Associate, and Research Assistant are HK$394 per hour, HK$378 per hour, HK$173 per hour and HK$122 per hour respectively.

Consideration of applications will commence on 29 June 2022 until the positions are filled.

Apply Now

Posting date: 24 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220624002
95,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Applied Mathematics
Senior Research Fellow / Research Fellow / Postdoctoral Fellow / Research Associate / Research Assistant (Full-time / Part-time) (several posts)
(Ref. 220624001)
[Appointment period: each for twelve months]
Duties
The appointees will assist the project leader in the research project - “Data analytics and statistical learning for OCT image”.
Qualifications
Applicants for the Senior Research Fellow post should have a doctoral degree with at least six years of postdoctoral research experience or equivalent qualifications and experience.
Applicants for the Research Fellow post should have a doctoral degree with at least three years of postdoctoral research experience or equivalent qualifications and experience.
Applicants for the Postdoctoral Fellow post should have a doctoral degree or an equivalent qualification and must have no more than five years of post-qualification experience at the time of application.
Applicants for the Research Associate post should have a master’s degree or a good honours degree with at least three years of research/relevant work experience.
Applicants for the Research Assistant post should have an honours degree or an equivalent qualification.
Applicants are invited to contact Prof. Yiu Ka Fai Cedric at tel no. 3400 8981 or email cedric.yiu@polyu.edu.hk for further information.
Conditions of Service
For full-time appointments, a highly competitive remuneration package will be offered.
For part-time appointments, the remuneration rates for the posts of Senior Research Fellow, Research Fellow, Postdoctoral Fellow, Research Associate, and Research Assistant are HK$630 per hour, HK$394 per hour, HK$378 per hour, HK$173 per hour and HK$122 per hour respectively.

Consideration of applications will commence on 29 June 2022 until the positions are filled.

Apply Now

Posting date: 24 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220624001
96,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Applied Biology and Chemical Technology
Research Assistant
(Ref. 220623010)
[Appointment period: twelve months]
Duties 
The appointee will assist the project leader in the research project – “Development and optimisation of hydroponics cultivation for selected vegetables”.  He/She will be required to:
(a)    develop a high-efficient, eco-friendly and standardised hydroponic technology platform that allows cultivation of high quality and safe vegetables for healthy consumption in a small indoor space;
(b)    investigate the relationship between major environmental factors (e.g. temperature, nutrients and light) and hydroponic vegetables (e.g. growth rate, nutrition composition and tastes); and
(c)    systematically determine and compare the food safety risk in vegetables originated from hydroponics and traditional farming in terms of harmful chemicals (e.g. heavy metals) and foodborne pathogens (e.g. E. coli).
Qualifications
Applicants should have a bachelor’s degree or above in a science-related discipline or an equivalent qualification.
Preference will be given to those who have solid research experience in hydroponics.
Applicants are invited to contact Dr Wong Ka-hing at tel no. 3400 8864, fax no. 2364 9932 or email bckhwong@polyu.edu.hk for further information.
Conditions of Service
A highly competitive remuneration package will be offered.  

Consideration of applications will commence on 30 June 2022 until the positions are filled.  

Apply Now

Posting date: 23 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220623010
97,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Building and Real Estate
Research Assistant
(Ref. 220623009)
[Appointment period: seven months]
Duties 
The appointee will assist the project leader in the research project - “Towards people-centric smart city development: Investigating the citizens' preferences and perceptions about smart-city services in Hong Kong”.  He/She will be required to:
(a)    conduct questionnaire survey and face-to-face interviews with local residents;
(b)    conduct statistical analysis;
(c)    write project reports;
(d)    organise research forum and community seminars; and
(e)    perform any other duties as assigned by the project leader or his delegates.
Qualifications
Applicants should:
(a)    have an honours bachelor or master degree in the disciplines related to urban planning, engineering, management or social science;
(b)    be familiar with statistical analysis tools, e.g., SPSS, R, Python;
(c)    be able to speak fluent Cantonese;
(d)    have good analytical skills, interpersonal and communication skills; and
(e)    have good command of English and academic writings.
Applicants are invited to contact Dr Hsi-Hsien Wei at tel no. 3400 8194 or email hhwei@polyu.edu.hk for further information.
Conditions of Service
A highly competitive remuneration package will be offered.  

The closing date for application is 31 August 2022.

Apply Now

Posting date: 23 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220623009
98,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
School of Design
Part-time Project Assistant (four posts)
(Ref. 220623007)
[Appointment period: each for twelve months initially, with possibility of further appointment]
Duties
The appointees will assist the project leader in the research project – “Oral history documentary, illustration and design for Kuk Po: re-connect Kuk Po: the past, present and future sustainability”. They will be required to:
(a)    assist in developing the website, including coordination of content, design, coding and maintenance;
(b)    collect information, analyse and prepare report;
(c)    provide demonstration and assist the students in the utilisation of platform efficiently; and
(d)    perform any other duties as assigned by the project leader or his delegates.
Qualifications
Applicants should have:
(a)    an honours degree in Animation or an equivalent qualification;
(b)    knowledge of using animation related software and producing animation content;
(c)    good understanding of teaching animation and the ability to communicate well with students;
(d)    an excellent command of spoken English; and
(e)    the ability to work independently and meet the work schedule.
Applicants are invited to contact Mr Michael C. Chan at tel no. 2766 5463 or email sdmicc@polyu.edu.hk for further information.
Conditions of Service
The remuneration rate is HK$122 per hour.

Consideration of applications will commence on 30 June 2022 until the positions are filled.

Apply Now

Posting date: 23 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220623007
99,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
School of Design
Part-time Research Associate
(Ref. 220623006)
[Appointment period: two and a half months]
Duties
The appointee will assist the project leader in the research project – “Narrative perspective design in story-based games and its impact on players’ construction of character identity: An exploratory study”. 
Qualifications
Applicants should have:
(a) a master’s degree related to game/media/film/cultural studies, digital media, game design or semiotics, ideally with at least one year of full-time research experience or a good honours degree in one of the said areas with at least four years of research experience;
(b) excellent English communication skills especially in reading and writing; and
(c) a high degree of familiarity with contemporary video games, as well as a strong analytical mind in order to perform the role of a game analyst.
Applicants are invited to contact Dr Huaxin Wei at tel no. 2766 6841 or email huaxin.wei@polyu.edu.hk for further information.
Conditions of Service
The remuneration rate is HK$173 per hour.

The closing date for application is 21 July 2022.

Apply Now

Posting date: 23 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220623006
100,Hong Kong Polytech U,"Share
Home
External Advertisements
Internal Advertisements
Start main content
Home
Recruitment of Research / Project Posts
Post Specification
Department of Applied Biology and Chemical Technology
Postdoctoral Fellow / Research Associate / Research Assistant 
(Ref. 220622008)
(1)    Postdoctoral Fellow 
[Appointment period: twelve months initially, with possibility of further appointment]
(2)    Research Associate  
[Appointment period: twelve months initially, with possibility of further appointment]
(3)    Research Assistant 
[Appointment period: twelve months initially, with possibility of further appointment]
Duties 
The appointees will assist the project leader in the research project – “State key laboratory of chemical biology and drug discovery”.  
Qualifications
Applicants for the Postdoctoral Fellow post should have a PhD degree or an equivalent qualification in Organic Chemistry, Organometallic Catalysis, Computational Chemistry or a related discipline, and must have no more than five years of post-qualification experience at the time of application.
Applicants for the Research Associate post should have a PhD degree or an equivalent qualification in one of the afore-mentioned disciplines.
Applicants for the Research Assistant post should have an honours degree or above or an equivalent qualification in Organic Chemistry, Organometallic Chemistry or a related discipline.
For all posts, applicants should have:
(a)    good knowledge of organic chemistry and catalysis;
(b)    good synthetic skills in organic synthesis;
(c)    experience in operating analytical instruments for analysis of structures of organic molecules;
(d)    a record of publications in peer-reviewed journals; and
(e)    a good command of English.
Applicants are invited to contact Dr So Chau Ming at tel no. 3400 8702 or email chau.ming.so@polyu.edu.hk for further information.
Conditions of Service
A highly competitive remuneration package will be offered.  

Consideration of applications will commence on 29 June 2022 until the positions are filled.  

Apply Now

Posting date: 22 June 2022


Privacy Policy Statement
Terms of Use
Accessibility
Sitemap
Notice of Insurance (EC)
Copyright © 2022 The Hong Kong Polytechnic University. All Rights Reserved.
Twitter
Facebook
LinkedIn
Sina weibo
Youtube
instagram",https://jobs.polyu.edu.hk/job_detail.php?job=220622008
